product_name,product_category_tree,description,description_token
Wow! Baby Girl's Gathered Pink Dress,Baby Care,"Key Features of Wow! Baby Girl's Gathered Pink Dress Summer Cotton Frocks Soft Jersey Fabric Suitable for Home and Party Wear Includes Diaper Cover Suitable for Newborns Easy to Layer,Wow! Baby Girl's Gathered Pink Dress Price: Rs. 549 This is a special garment from WOW! All kids will look stylish and cute in WOW! Garments which follow all the latest fashion trends. A must buy for your loved one!,Specifications of Wow! Baby Girl's Gathered Pink Dress Dimensions Length Mini/Short General Details Pattern Geometric Print Ideal For Baby Girl's Occasion Formal Dress Details Sleeve Sleeveless Fabric Cotton Type Gathered Neck Round Neck","['key', 'feature', 'wow', 'baby', 'girl', 'gather', 'pink', 'dress', 'summer', 'cotton', 'frock', 'soft', 'jersey', 'fabric', 'suitable', 'home', 'party', 'wear', 'include', 'diaper', 'cover', 'suitable', 'newborn', 'easy', 'layer', 'wow', 'baby', 'girl', 'gather', 'pink', 'dress', 'price', 'r', '549', 'special', 'garment', 'wow', 'kid', 'look', 'stylish', 'cute', 'wow', 'garment', 'follow', 'late', 'fashion', 'trend', 'must', 'buy', 'love', 'one', 'specification', 'wow', 'baby', 'girl', 'gather', 'pink', 'dress', 'dimension', 'length', 'mini', 'short', 'general', 'detail', 'pattern', 'geometric', 'print', 'ideal', 'baby', 'girl', 'occasion', 'formal', 'dress', 'detail', 'sleeve', 'sleeveless', 'fabric', 'cotton', 'type', 'gather', 'neck', 'round', 'neck']"
Wow! Baby Girl's Gathered Red Dress,Baby Care,"Key Features of Wow! Baby Girl's Gathered Red Dress Summer Cotton Frocks Fully Front Open Easy to Put On Suitable for Home and Party Wear Suitable for Newborns Easy to Layer,Wow! Baby Girl's Gathered Red Dress Price: Rs. 749 This is a special garment from WOW! All kids will look stylish and cute in WOW! Garments which follow all the latest fashion trends. A must buy for your loved one!,Specifications of Wow! Baby Girl's Gathered Red Dress Dimensions Length Mini/Short General Details Pattern Polka Print Ideal For Baby Girl's Occasion Formal Dress Details Sleeve Sleeveless Fabric Cotton Type Gathered Neck Round Neck","['key', 'feature', 'wow', 'baby', 'girl', 'gather', 'red', 'dress', 'summer', 'cotton', 'frock', 'fully', 'front', 'open', 'easy', 'put', 'suitable', 'home', 'party', 'wear', 'suitable', 'newborn', 'easy', 'layer', 'wow', 'baby', 'girl', 'gather', 'red', 'dress', 'price', 'r', '749', 'special', 'garment', 'wow', 'kid', 'look', 'stylish', 'cute', 'wow', 'garment', 'follow', 'late', 'fashion', 'trend', 'must', 'buy', 'love', 'one', 'specification', 'wow', 'baby', 'girl', 'gather', 'red', 'dress', 'dimension', 'length', 'mini', 'short', 'general', 'detail', 'pattern', 'polka', 'print', 'ideal', 'baby', 'girl', 'occasion', 'formal', 'dress', 'detail', 'sleeve', 'sleeveless', 'fabric', 'cotton', 'type', 'gather', 'neck', 'round', 'neck']"
Jacadi Paris Baby Girl's Gathered Blue Dress,Baby Care,"Key Features of Jacadi Paris Baby Girl's Gathered Blue Dress Two pockets cotton dress,Jacadi Paris Baby Girl's Gathered Blue Dress Price: Rs. 6,099 Jacadi's playful wool cotton ensemble is finished with bow detail at left chest. The top features a detail along the neckline with rick rack trim. Two patch pockets adorn the front, and shell buttons fasten at the back.,Specifications of Jacadi Paris Baby Girl's Gathered Blue Dress In The Box 1 cotton wool dress Dimensions Length Midi/Knee Length General Details Pattern Striped Occasion Casual Ideal For Baby Girl's Dress Details Number of Contents in Sales Package Pack of 1 Fabric 95% cotton-5%wool Type Gathered","['key', 'feature', 'jacadi', 'paris', 'baby', 'girl', 'gather', 'blue', 'dress', 'two', 'pocket', 'cotton', 'dress', 'jacadi', 'paris', 'baby', 'girl', 'gather', 'blue', 'dress', 'price', 'r', '6', '099', 'jacadi', 'playful', 'wool', 'cotton', 'ensemble', 'finish', 'bow', 'detail', 'left', 'chest', 'top', 'feature', 'detail', 'along', 'neckline', 'rick', 'rack', 'trim', 'two', 'patch', 'pocket', 'adorn', 'front', 'shell', 'button', 'fasten', 'back', 'specification', 'jacadi', 'paris', 'baby', 'girl', 'gather', 'blue', 'dress', 'box', '1', 'cotton', 'wool', 'dress', 'dimension', 'length', 'midi', 'knee', 'length', 'general', 'detail', 'pattern', 'strip', 'occasion', 'casual', 'ideal', 'baby', 'girl', 'dress', 'detail', 'number', 'content', 'sale', 'package', 'pack', '1', 'fabric', '95', 'cotton', '5', 'wool', 'type', 'gather']"
FS Mini Klub Printed Baby Boy's Multicolor Basic Shorts,Baby Care,"Key Features of FS Mini Klub Printed Baby Boy's Multicolor Basic Shorts Cotton MULTI,Specifications of FS Mini Klub Printed Baby Boy's Multicolor Basic Shorts Shorts Details Number of Contents in Sales Package Pack of 2 Fabric Cotton Type Basic Shorts General Details Pattern Printed Occasion Casual Ideal For Baby Boy's In the Box 2 Shorts Additional Details Style Code 88EBBSB0212 MULTI","['key', 'feature', 'f', 'mini', 'klub', 'print', 'baby', 'boy', 'multicolor', 'basic', 'short', 'cotton', 'multi', 'specification', 'f', 'mini', 'klub', 'print', 'baby', 'boy', 'multicolor', 'basic', 'short', 'short', 'detail', 'number', 'content', 'sale', 'package', 'pack', '2', 'fabric', 'cotton', 'type', 'basic', 'short', 'general', 'detail', 'pattern', 'print', 'occasion', 'casual', 'ideal', 'baby', 'boy', 'box', '2', 'short', 'additional', 'detail', 'style', 'code', '88ebbsb0212', 'multi']"
Geol Wooden Wet and Dry Broom,Kitchen & Dining,"Specifications of Geol Wooden Wet and Dry Broom (Brown, Pack of 1) General Brand Geol Cleaning Type Wet and Dry Model Number G24 - 14 Type Broom Color Brown Body and Design Features Brush Material Wooden Handle Material Wood In the box Pack of 1","['specification', 'geol', 'wooden', 'wet', 'dry', 'broom', 'brown', 'pack', '1', 'general', 'brand', 'geol', 'cleaning', 'type', 'wet', 'dry', 'model', 'number', 'g24', '14', 'type', 'broom', 'color', 'brown', 'body', 'design', 'feature', 'brush', 'material', 'wooden', 'handle', 'material', 'wood', 'box', 'pack', '1']"
Sunlast 16 inch Laptop Backpack,Computers,"Key Features of Sunlast 16 inch Laptop Backpack Laptop Backpack with solar panel Comfortable back panel with air-flow design Adjustable sternum strap Large outer elasticated mesh side pocket and a top carry handle Padded and Adjustable shoulder straps Charge your mobile by solar power Mobile power backup option Long life Easy to use,Sunlast 16 inch Laptop Backpack (Yellow) Price: Rs. 2,348 The Sunlast New Laptop Backpack with Solar Panel ensures complete safety to your laptop with its high-quality built and wide range of built-in features. With the inside of this bag featuring a protective padding, you can be rest assured that the laptop inside it will be well cushioned from any accidental damage caused when you bump into any surface. As it is made of nylon, this laptop backpack can withstand abrasions and is long lasting. This Sunlast Backpack comes with a unique solar panel which allows you to charge your mobile phone anywhere anytime. This Sunlast Laptop backpack with solar panel is a great innovation in the field of mobile charging and other similar applications. This solar panel has USB output pins suitable for mobile phones. This is a great solar charger bag available at the best price. The best feature of this bag is its portability and durability. This solar charger is suitable for all smart phones and charging time depends on battery mAh. With this beautiful product, you can charge your phone in an eco-friendly way with no cost to you or the environment. Along with being durable, nylon also ensures that this backpack can survive rugged outdoor use, thus you can confidently wear this bag while you are out camping. This backpack is also water-resistant and keeps your laptop safe in wet and damp conditions. The Sunlast laptop backpack is perfect for your laptop. This backpack features top loading and can accommodate a large size laptop easily. It is a lightweight and comfortable laptop carry bag and comes with padded straps that distribute the weight evenly on your shoulders without stressing your back and shoulders. You can adjust the cushioned straps for a snug-fit. This Sunlast backpack is water resistant and protects your laptop and other accessories from water. It is made to suit all the styles and can be used by both college-goers and office-goers. It offers enough space for you to carry your essentials along with your laptop and its accessories. It features a zippered compartment that is big enough to hold your laptop. It also features one front pocket with an office organiser. You can use it to store the charger, mouse, pen drive, notepad, pen and other essentials. It features two mesh side pockets, where you can keep your water bottle or any other item for quick access. It is spacious enough to store your belongings on a one-day business trip as well. Buy this Sunlast backpack and carry your laptop and other accessories safely and in style.,Specifications of Sunlast 16 inch Laptop Backpack (Yellow) General Brand Sunlast Trolley No Expandable No Type Laptop Backpack Model Name L003 Yellow solar mobile charger Material Nylon Compatible Laptop Size 16 inch Style Code L003 Yellow Closure Type Zip Color Code Yellow Color Yellow Dimensions Exterior Width 350 mm Weight 820 g Exterior Height 450 mm In the Box Laptop Backpack With Solar Panel Body Features Hip Strap No Secret Security Compartment Yes Waterproof Yes Rain Cover No Shoulder Strap Adjustable Number of Compartments 4","['key', 'feature', 'sunlast', '16', 'inch', 'laptop', 'backpack', 'laptop', 'backpack', 'solar', 'panel', 'comfortable', 'back', 'panel', 'air', 'flow', 'design', 'adjustable', 'sternum', 'strap', 'large', 'outer', 'elasticated', 'mesh', 'side', 'pocket', 'top', 'carry', 'handle', 'pad', 'adjustable', 'shoulder', 'strap', 'charge', 'mobile', 'solar', 'power', 'mobile', 'power', 'backup', 'option', 'long', 'life', 'easy', 'use', 'sunlast', '16', 'inch', 'laptop', 'backpack', 'yellow', 'price', 'r', '2', '348', 'sunlast', 'new', 'laptop', 'backpack', 'solar', 'panel', 'ensures', 'complete', 'safety', 'laptop', 'high', 'quality', 'built', 'wide', 'range', 'built', 'feature', 'inside', 'bag', 'feature', 'protective', 'pad', 'rest', 'assure', 'laptop', 'inside', 'well', 'cushion', 'accidental', 'damage', 'cause', 'bump', 'surface', 'make', 'nylon', 'laptop', 'backpack', 'withstand', 'abrasion', 'long', 'last', 'sunlast', 'backpack', 'come', 'unique', 'solar', 'panel', 'allows', 'charge', 'mobile', 'phone', 'anywhere', 'anytime', 'sunlast', 'laptop', 'backpack', 'solar', 'panel', 'great', 'innovation', 'field', 'mobile', 'charge', 'similar', 'application', 'solar', 'panel', 'usb', 'output', 'pin', 'suitable', 'mobile', 'phone', 'great', 'solar', 'charger', 'bag', 'available', 'best', 'price', 'best', 'feature', 'bag', 'portability', 'durability', 'solar', 'charger', 'suitable', 'smart', 'phone', 'charge', 'time', 'depends', 'battery', 'mah', 'beautiful', 'product', 'charge', 'phone', 'eco', 'friendly', 'way', 'cost', 'environment', 'along', 'durable', 'nylon', 'also', 'ensures', 'backpack', 'survive', 'rugged', 'outdoor', 'use', 'thus', 'confidently', 'wear', 'bag', 'camp', 'backpack', 'also', 'water', 'resistant', 'keep', 'laptop', 'safe', 'wet', 'damp', 'condition', 'sunlast', 'laptop', 'backpack', 'perfect', 'laptop', 'backpack', 'feature', 'top', 'load', 'accommodate', 'large', 'size', 'laptop', 'easily', 'lightweight', 'comfortable', 'laptop', 'carry', 'bag', 'come', 'pad', 'strap', 'distribute', 'weight', 'evenly', 'shoulder', 'without', 'stress', 'back', 'shoulder', 'adjust', 'cushion', 'strap', 'snug', 'fit', 'sunlast', 'backpack', 'water', 'resistant', 'protects', 'laptop', 'accessory', 'water', 'make', 'suit', 'style', 'use', 'college', 'goer', 'office', 'goer', 'offer', 'enough', 'space', 'carry', 'essential', 'along', 'laptop', 'accessory', 'feature', 'zipper', 'compartment', 'big', 'enough', 'hold', 'laptop', 'also', 'feature', 'one', 'front', 'pocket', 'office', 'organiser', 'use', 'store', 'charger', 'mouse', 'pen', 'drive', 'notepad', 'pen', 'essential', 'feature', 'two', 'mesh', 'side', 'pocket', 'keep', 'water', 'bottle', 'item', 'quick', 'access', 'spacious', 'enough', 'store', 'belonging', 'one', 'day', 'business', 'trip', 'well', 'buy', 'sunlast', 'backpack', 'carry', 'laptop', 'accessory', 'safely', 'style', 'specification', 'sunlast', '16', 'inch', 'laptop', 'backpack', 'yellow', 'general', 'brand', 'sunlast', 'trolley', 'expandable', 'type', 'laptop', 'backpack', 'model', 'name', 'l003', 'yellow', 'solar', 'mobile', 'charger', 'material', 'nylon', 'compatible', 'laptop', 'size', '16', 'inch', 'style', 'code', 'l003', 'yellow', 'closure', 'type', 'zip', 'color', 'code', 'yellow', 'color', 'yellow', 'dimension', 'exterior', 'width', '350', 'mm', 'weight', '820', 'g', 'exterior', 'height', '450', 'mm', 'box', 'laptop', 'backpack', 'solar', 'panel', 'body', 'feature', 'hip', 'strap', 'secret', 'security', 'compartment', 'yes', 'waterproof', 'yes', 'rain', 'cover', 'shoulder', 'strap', 'adjustable', 'number', 'compartment', '4']"
NammaBaby Baby Girl's Animal Print Top & Pyjama Set,Baby Care,"Specifications of NammaBaby Baby Girl's Animal Print Top & Pyjama Set General Details Pattern Animal Print Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 2 Fabric Cotton Type Top & Pyjama Set In the Box 1 Top, 1 Bottom","['specification', 'nammababy', 'baby', 'girl', 'animal', 'print', 'top', 'pyjama', 'set', 'general', 'detail', 'pattern', 'animal', 'print', 'ideal', 'baby', 'girl', 'night', 'suit', 'detail', 'number', 'content', 'sale', 'package', 'pack', '2', 'fabric', 'cotton', 'type', 'top', 'pyjama', 'set', 'box', '1', 'top', '1', 'bottom']"
Thakkar Baby Girl's Printed Top & Pyjama Set,Baby Care,Specifications of Thakkar Baby Girl's Printed Top & Pyjama Set General Details Pattern Printed Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 2 Fabric Hosiery Cotton Type Top & Pyjama Set Neck Round Neck In the Box 2 Tshirt 2 Pyjama Additional Details Button Closure in Front,"['specification', 'thakkar', 'baby', 'girl', 'print', 'top', 'pyjama', 'set', 'general', 'detail', 'pattern', 'print', 'ideal', 'baby', 'girl', 'night', 'suit', 'detail', 'number', 'content', 'sale', 'package', 'pack', '2', 'fabric', 'hosiery', 'cotton', 'type', 'top', 'pyjama', 'set', 'neck', 'round', 'neck', 'box', '2', 'tshirt', '2', 'pyjama', 'additional', 'detail', 'button', 'closure', 'front']"
next steps Baby Girl's Striped Top & Pyjama Set,Baby Care,Specifications of next steps Baby Girl's Striped Top & Pyjama Set General Details Pattern Striped Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Top & Pyjama Set Neck Round Neck In the Box 1 Top & Pyjama Set,"['specification', 'next', 'step', 'baby', 'girl', 'strip', 'top', 'pyjama', 'set', 'general', 'detail', 'pattern', 'strip', 'ideal', 'baby', 'girl', 'night', 'suit', 'detail', 'number', 'content', 'sale', 'package', 'pack', '1', 'fabric', 'cotton', 'type', 'top', 'pyjama', 'set', 'neck', 'round', 'neck', 'box', '1', 'top', 'pyjama', 'set']"
Intel 3.2 GHz LGA 1150 3250 Processor,Computers,"Specifications of Intel 3.2 GHz LGA 1150 3250 Processor (BLACK) In The Box Sales Package Intel Dual Core Processor Memory Maximum Memory Size Supported 32 GB Memory Type Supported DDR3-1333, DDR3L-1333 @ 1.5V General Speed 3.2 GHz with Maximum Turbo Speed of3.2 GHz Maximum Thermal Design Power  [TDP] 53 W Number of Threads 2 Threads Number of Cores 2 Cores Warranty Covered in Warranty WARRANTY Warranty Summary 3 years Service Type ON SITE Not Covered in Warranty Damage Graphics Base Frequency 350 MHz Integrated Graphics Yes General Features Brand Intel Architecture 64-bit Model ID 3250 Socket Type LGA 1150","['specification', 'intel', '3', '2', 'ghz', 'lga', '1150', '3250', 'processor', 'black', 'box', 'sale', 'package', 'intel', 'dual', 'core', 'processor', 'memory', 'maximum', 'memory', 'size', 'support', '32', 'gb', 'memory', 'type', 'support', 'ddr3', '1333', 'ddr3l', '1333', '1', '5v', 'general', 'speed', '3', '2', 'ghz', 'maximum', 'turbo', 'speed', 'of3', '2', 'ghz', 'maximum', 'thermal', 'design', 'power', 'tdp', '53', 'w', 'number', 'thread', '2', 'thread', 'number', 'core', '2', 'core', 'warranty', 'cover', 'warranty', 'warranty', 'warranty', 'summary', '3', 'year', 'service', 'type', 'site', 'cover', 'warranty', 'damage', 'graphic', 'base', 'frequency', '350', 'mhz', 'integrate', 'graphic', 'yes', 'general', 'feature', 'brand', 'intel', 'architecture', '64', 'bit', 'model', 'id', '3250', 'socket', 'type', 'lga', '1150']"
MKB Baby Girl's Empire Waist Dress,Baby Care,"Key Features of MKB Baby Girl's Empire Waist Dress Material: 100% Cotton Yellow Flower Print Length: 26 Inches,MKB Baby Girl's Empire Waist Dress Price: Rs. 585 This Yellow Color Flower printed baby girl's clothing set is made of 100% Cotton material. It's very attractive and comfortable, perfect as a ceremony wear Baby Girls beautiful dress for a little angel,Specifications of MKB Baby Girl's Empire Waist Dress In The Box 1 Dress Dimensions Length Midi/Knee Length General Details Pattern Printed Occasion Casual Ideal For Baby Girl's Dress Details Lining 100% Cotton Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Empire Waist Fabric Care Gentle Hand Wash. Do not bleach.","['key', 'feature', 'mkb', 'baby', 'girl', 'empire', 'waist', 'dress', 'material', '100', 'cotton', 'yellow', 'flower', 'print', 'length', '26', 'inch', 'mkb', 'baby', 'girl', 'empire', 'waist', 'dress', 'price', 'r', '585', 'yellow', 'color', 'flower', 'print', 'baby', 'girl', 'clothing', 'set', 'make', '100', 'cotton', 'material', 'attractive', 'comfortable', 'perfect', 'ceremony', 'wear', 'baby', 'girl', 'beautiful', 'dress', 'little', 'angel', 'specification', 'mkb', 'baby', 'girl', 'empire', 'waist', 'dress', 'box', '1', 'dress', 'dimension', 'length', 'midi', 'knee', 'length', 'general', 'detail', 'pattern', 'print', 'occasion', 'casual', 'ideal', 'baby', 'girl', 'dress', 'detail', 'line', '100', 'cotton', 'sleeve', 'sleeveless', 'number', 'content', 'sale', 'package', 'pack', '1', 'fabric', '100', 'cotton', 'type', 'empire', 'waist', 'fabric', 'care', 'gentle', 'hand', 'wash', 'bleach']"
